explanation_id,sentence_id,sentence_text,annotator,label,notes
H_P26_01,2,"During a collision, objects exert internal forces on each other that are equal and opposite, so these internal effects cancel at the system level.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P26_01,3,"As a result, total momentum before and after the collision is the same, even though individual object momenta can change a lot.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P26_01,4,Kinetic energy may or may not be conserved depending on whether the collision is elastic.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P27_01,1,Newton's second law states that net force equals mass times acceleration: F_net = m a.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P27_01,2,"This means acceleration points in the direction of net force, grows when net force grows, and shrinks when mass grows for the same force.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P27_01,3,"So a larger net force causes a larger acceleration, while a more massive object requires more force to get the same acceleration.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P27_01,4,The law quantitatively links cause (net force) to motion change (acceleration).,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P28_01,1,Mechanical energy is the sum of kinetic and potential energy.,Annotator One,FRAME,AUTO_ANN_V1: expansion batch
H_P28_01,2,"In an ideal system with negligible nonconservative work (like friction), total mechanical energy stays constant while energy shifts between forms.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
H_P28_01,3,"For example, as an object moves downhill, gravitational potential energy decreases and kinetic energy increases by the same amount.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
H_P28_01,4,Moving uphill reverses the transfer.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P28_01,5,So K and U can change significantly while K + U remains constant.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P29_01,1,"Wave speed, frequency, and wavelength satisfy v = f lambda.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P29_01,1,"Wave speed, frequency, and wavelength satisfy v = f lambda.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
H_P29_01,2,"In one medium, speed is set mainly by medium properties, so if frequency increases then wavelength must decrease to keep v the same.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P29_01,2,"In one medium, speed is set mainly by medium properties, so if frequency increases then wavelength must decrease to keep v the same.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
H_P29_01,3,"Frequency is set by the source, while wavelength adjusts in response to speed in that medium.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P29_01,3,"Frequency is set by the source, while wavelength adjusts in response to speed in that medium.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
H_P29_01,4,This is why high-frequency sound has shorter wavelength than low-frequency sound when both travel through the same air.,Annotator One,VERIFY,AUTO_ANN_V1: expansion batch
H_P29_01,4,This is why high-frequency sound has shorter wavelength than low-frequency sound when both travel through the same air.,Annotator Two,VERIFY,AUTO_ANN2_DRAFT: overlap extension
H_P30_01,1,"A magnetic field exerts force on a moving charge with magnitude F = q v B sin(theta), perpendicular to both velocity and magnetic field.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P30_01,2,"Because the magnetic force is perpendicular to motion, it changes direction of velocity more than speed.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P30_01,3,"With v perpendicular to B in a uniform field, the path is circular; with a component parallel to B, the path is helical.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
H_P30_01,4,So magnetic fields steer charged particles and can confine them into curved trajectories.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P21_1,1,"Acceleration is the rate of change of velocity, and velocity includes both speed and direction.",Annotator One,FRAME,AUTO_ANN_V1: expansion batch
AI_P21_1,1,"Acceleration is the rate of change of velocity, and velocity includes both speed and direction.",Annotator Two,FRAME,AUTO_ANN2_DRAFT: overlap extension
AI_P21_1,2,"In circular motion, even if the speed stays constant, the direction of motion is continuously changing, so the velocity is changing.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P21_1,2,"In circular motion, even if the speed stays constant, the direction of motion is continuously changing, so the velocity is changing.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P21_1,3,"This means there is an acceleration, called centripetal acceleration, which always points toward the center of the circle.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P21_1,3,"This means there is an acceleration, called centripetal acceleration, which always points toward the center of the circle.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P21_1,4,The relevant principle is that any change in velocity requires a net force (Newton’s second law).,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P21_1,4,The relevant principle is that any change in velocity requires a net force (Newton’s second law).,Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P21_1,5,"For example, when a car turns at constant speed, you feel pushed sideways because your direction is changing, indicating an inward acceleration toward the center of the turn.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P21_1,5,"For example, when a car turns at constant speed, you feel pushed sideways because your direction is changing, indicating an inward acceleration toward the center of the turn.",Annotator Two,INTUITION,AUTO_ANN2_DRAFT: overlap extension
AI_P21_2,1,"Acceleration is defined as any change in velocity, and velocity is a vector, meaning it has both magnitude and direction.",Annotator One,FRAME,AUTO_ANN_V1: expansion batch
AI_P21_2,1,"Acceleration is defined as any change in velocity, and velocity is a vector, meaning it has both magnitude and direction.",Annotator Two,FRAME,AUTO_ANN2_DRAFT: overlap extension
AI_P21_2,2,"Even if your speed stays constant around a circle, your direction of motion is continuously changing, so your velocity vector is constantly changing.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P21_2,2,"Even if your speed stays constant around a circle, your direction of motion is continuously changing, so your velocity vector is constantly changing.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P21_2,3,"That change in velocity per unit time is acceleration, called centripetal acceleration, always pointing toward the center of the circle.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P21_2,3,"That change in velocity per unit time is acceleration, called centripetal acceleration, always pointing toward the center of the circle.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P21_2,4,"Think of swinging a ball on a string: the string pulls the ball inward, constantly redirecting it without speeding it up.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P21_2,4,"Think of swinging a ball on a string: the string pulls the ball inward, constantly redirecting it without speeding it up.",Annotator Two,INTUITION,AUTO_ANN2_DRAFT: overlap extension
AI_P21_2,5,"Without that inward pull, the ball would fly off in a straight line, as Newton's first law predicts.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P21_2,5,"Without that inward pull, the ball would fly off in a straight line, as Newton's first law predicts.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P22_1,1,"At fixed voltage, the relationship between current and resistance is given by Ohm’s law: I = V / R.",Annotator One,CAVEAT,AUTO_ANN_V1: expansion batch
AI_P22_1,2,"Voltage is the “push” driving charges through a circuit, while resistance measures how strongly the material opposes that motion.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P22_1,3,"If the voltage stays the same and resistance increases, the denominator in the equation grows, so the current must decrease.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P22_1,4,"Microscopically, higher resistance means charge carriers (like electrons) collide more often with atoms, losing momentum and moving more slowly on average.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P22_1,5,"An intuitive analogy is water flowing through a pipe: if you narrow or roughen the pipe (increase resistance), less water flows for the same pressure.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P22_2,1,"Voltage is the electrical ""pressure"" that pushes charges through a circuit, while resistance is how much the circuit opposes that flow.",Annotator One,FRAME,AUTO_ANN_V1: expansion batch
AI_P22_2,2,Ohm's Law states that current equals voltage divided by resistance (I = V/R).,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P22_2,3,"Think of water flowing through a pipe: voltage is the water pressure, and resistance is how narrow the pipe is.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P22_2,4,"If you squeeze the pipe tighter while keeping the pressure the same, less water flows through.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P22_2,5,"Similarly, when resistance increases at fixed voltage, there is greater opposition to charge movement, so fewer charges pass any point per second — meaning current decreases proportionally.",Annotator One,CAVEAT,AUTO_ANN_V1: expansion batch
AI_P23_1,1,"Work is defined as the dot product of force and displacement, \( W = \vec{F} \cdot \vec{d} = F d \cos\theta \).",Annotator One,FRAME,AUTO_ANN_V1: expansion batch
AI_P23_1,2,The key is the cosine term: it picks out the component of the force along the direction of motion.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P23_1,3,"If the force is perpendicular to the displacement, then \(\theta = 90^\circ\) and \(\cos 90^\circ = 0\), so no work is done.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P23_1,4,"Physically, this means the force changes the object’s direction but not its speed or energy.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P23_1,5,"A classic example is uniform circular motion: the centripetal force always points inward, perpendicular to the velocity, so it continuously redirects the motion without adding or removing energy.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P23_2,1,Work is defined as the transfer of energy from a force into the motion of an object along a specific direction.,Annotator One,FRAME,AUTO_ANN_V1: expansion batch
AI_P23_2,2,"Mathematically, work equals force times displacement times the cosine of the angle between them.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P23_2,3,"When a force is perpendicular to displacement, that angle is 90°, and cosine of 90° is zero, so no work is done.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P23_2,4,"Physically, this means the force has no component pointing along the direction of motion, so it cannot speed up or slow down the object — it cannot transfer energy into or out of that motion.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P23_2,5,"A classic example is a satellite orbiting Earth: gravity pulls inward while the satellite moves tangentially, so gravity does zero work and the satellite's speed remains constant.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P24_1,1,"In a sealed rigid container, the volume and number of particles stay constant, so increasing temperature means increasing the average kinetic energy of the gas molecules (from kinetic theory).",Annotator One,CAVEAT,AUTO_ANN_V1: expansion batch
AI_P24_1,2,"Faster molecules collide with the container walls more frequently and with greater force, which raises the pressure.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P24_1,3,This is captured by the ideal gas law \(P \propto T\) when volume and particle number are fixed.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P24_1,4,"Intuitively, imagine ping-pong balls bouncing inside a box: if they suddenly move faster, they hit the walls harder and more often, so the force on the walls—and thus the pressure—increases.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P24_2,1,"When you heat a gas, you add energy to its molecules, causing them to move faster.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P24_2,2,Pressure is created by molecules constantly colliding with the container walls — each collision delivers a tiny push.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P24_2,3,"When molecules move faster, two things happen: they hit the walls more frequently, and each individual collision transfers more force.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P24_2,4,"Since the container is rigid and sealed, the volume cannot expand and the number of molecules stays fixed, so all that extra molecular energy goes directly into harder and more frequent wall collisions.",Annotator One,CAVEAT,AUTO_ANN_V1: expansion batch
AI_P24_2,5,"Think of it like a crowd in a room getting increasingly agitated — the more energetically people bounce around, the harder they push against the walls.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P24_2,6,"This relationship is captured by Gay-Lussac's Law: at constant volume, pressure is directly proportional to absolute temperature.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P25_1,1,"When magnetic flux through a loop changes, an induced current appears whose direction opposes that change—this is Lenz’s law.",Annotator One,FRAME,AUTO_ANN_V1: expansion batch
AI_P25_1,1,"When magnetic flux through a loop changes, an induced current appears whose direction opposes that change—this is Lenz’s law.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P25_1,2,"The deeper reason is conservation of energy: if the induced current reinforced the change, the system would amplify itself without any external work, creating energy from nothing.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P25_1,2,"The deeper reason is conservation of energy: if the induced current reinforced the change, the system would amplify itself without any external work, creating energy from nothing.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P25_1,3,"Instead, the induced current produces its own magnetic field that resists the change, so an external agent must do work to alter the flux.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P25_1,3,"Instead, the induced current produces its own magnetic field that resists the change, so an external agent must do work to alter the flux.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P25_1,4,"For example, pushing a magnet toward a conducting loop induces a current whose magnetic field repels the magnet, making it feel harder to push—your mechanical work becomes electrical energy.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P25_1,4,"For example, pushing a magnet toward a conducting loop induces a current whose magnetic field repels the magnet, making it feel harder to push—your mechanical work becomes electrical energy.",Annotator Two,INTUITION,AUTO_ANN2_DRAFT: overlap extension
AI_P25_2,1,"When a magnetic flux through a conducting loop changes, the loop responds by driving a current that creates its own magnetic field to resist that change — this is Faraday's law combined with Lenz's law.",Annotator One,FRAME,AUTO_ANN_V1: expansion batch
AI_P25_2,1,"When a magnetic flux through a conducting loop changes, the loop responds by driving a current that creates its own magnetic field to resist that change — this is Faraday's law combined with Lenz's law.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P25_2,2,"The deeper reason is energy conservation: if the induced current reinforced the change instead of opposing it, the growing magnetic field would induce a stronger current, which would grow the field further, generating energy from nothing, violating conservation of energy.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P25_2,2,"The deeper reason is energy conservation: if the induced current reinforced the change instead of opposing it, the growing magnetic field would induce a stronger current, which would grow the field further, generating energy from nothing, violating conservation of energy.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P25_2,3,"Think of it like mechanical inertia — just as a stationary object resists being pushed, a stable magnetic flux resists being disturbed.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P25_2,3,"Think of it like mechanical inertia — just as a stationary object resists being pushed, a stable magnetic flux resists being disturbed.",Annotator Two,INTUITION,AUTO_ANN2_DRAFT: overlap extension
AI_P25_2,4,"Nature always pushes back against the disturbance, never amplifying it freely.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P25_2,4,"Nature always pushes back against the disturbance, never amplifying it freely.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P26_1,1,Total momentum is conserved in collisions because of Newton’s third law and the absence of significant external forces.,Annotator One,FRAME,AUTO_ANN_V1: expansion batch
AI_P26_1,2,"During a collision, the forces the objects exert on each other are equal in magnitude and opposite in direction, so the impulse (force × time) each object experiences is equal and opposite.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P26_1,3,"This means any momentum lost by one object is exactly gained by the other, leaving the total unchanged.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P26_1,4,"If no external forces act on the system, there’s nothing to add or remove momentum overall.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P26_1,5,"A simple example is two ice skaters pushing off each other: they move apart, but their combined momentum remains zero if they started at rest.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P26_2,1,"Newton's third law tells us that whenever two objects interact, they exert equal and opposite forces on each other.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P26_2,2,"During a collision, object A pushes on object B with exactly the force that B pushes back on A, just in the opposite direction.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P26_2,3,"Since momentum change equals force multiplied by time, these paired forces act for the same duration, so whatever momentum one object gains, the other loses by precisely that amount.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P26_2,4,The total momentum of the system therefore stays constant.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P26_2,5,"Think of two skaters pushing off each other on frictionless ice: one glides left, the other right, but their combined momentum remains zero throughout.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P27_1,1,Newton’s second law states that the net force acting on an object equals its mass times its acceleration (F = ma).,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P27_1,2,This means acceleration depends on both how strong the overall (net) force is and how much mass the object has.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P27_1,3,"For a given mass, a larger net force produces a larger acceleration; for a given force, a larger mass produces a smaller acceleration.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P27_1,4,The key idea is that forces don’t just cause motion—they change motion.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P27_1,5,"For example, pushing an empty shopping cart makes it speed up quickly, but the same push on a full cart leads to a much smaller acceleration because its mass is greater.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P27_2,1,Newton's second law states that the net force acting on an object equals its mass multiplied by its acceleration: F = ma.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P27_2,2,"This means acceleration is directly proportional to net force — push harder, and the object speeds up faster.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P27_2,3,It also means acceleration is inversely proportional to mass — a heavier object is harder to accelerate with the same force.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P27_2,4,"Think of pushing a shopping cart: an empty cart accelerates easily with a small push, but a full cart requires much more force to achieve the same acceleration.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P27_2,5,The key insight is that force doesn't determine speed directly; it determines how quickly velocity changes.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P28_1,1,"In a system where only conservative forces (like gravity or a spring) do work, energy can shift between kinetic energy (motion) and potential energy (stored due to position or configuration) without changing the total mechanical energy.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P28_1,2,"The key principle is conservation of mechanical energy: energy isn’t lost, just transformed.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P28_1,3,"For example, when you toss a ball upward, it slows down as kinetic energy decreases, but its gravitational potential energy increases by exactly the same amount.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P28_1,4,"At the top, kinetic energy is minimal and potential is maximal; on the way down, the process reverses.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P28_1,5,"Ignoring friction or air resistance, the sum of the two energies stays constant.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P28_2,1,"In an isolated system with no friction or other non-conservative forces doing work, the total mechanical energy — the sum of kinetic and potential energy — stays fixed because energy simply converts between the two forms rather than disappearing.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P28_2,2,"As an object gains speed, its kinetic energy rises while its potential energy drops by exactly the same amount, and vice versa.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P28_2,3,"Think of a swinging pendulum: at the bottom of its arc it moves fastest and has maximum kinetic energy, while at the top of each swing it momentarily stops and holds maximum potential energy.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P28_2,4,The total never changes — energy just shifts form continuously.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P29_1,1,"Wave speed, frequency, and wavelength are linked by the equation v = fλ, where v is wave speed, f is frequency, and λ is wavelength.",Annotator One,FRAME,AUTO_ANN_V1: expansion batch
AI_P29_1,1,"Wave speed, frequency, and wavelength are linked by the equation v = fλ, where v is wave speed, f is frequency, and λ is wavelength.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P29_1,2,"In a given medium, the wave speed is usually fixed by the medium’s properties, so frequency and wavelength must adjust to keep their product constant.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P29_1,2,"In a given medium, the wave speed is usually fixed by the medium’s properties, so frequency and wavelength must adjust to keep their product constant.",Annotator Two,CAVEAT,AUTO_ANN2_DRAFT: overlap extension
AI_P29_1,3,"If the frequency increases, the wavelength decreases proportionally.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P29_1,3,"If the frequency increases, the wavelength decreases proportionally.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P29_1,4,"For example, if you shake a rope faster, the ripples become more closely spaced rather than moving faster along the rope.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P29_1,4,"For example, if you shake a rope faster, the ripples become more closely spaced rather than moving faster along the rope.",Annotator Two,INTUITION,AUTO_ANN2_DRAFT: overlap extension
AI_P29_1,5,"The key principle is that the medium sets the speed, so changes in frequency are balanced by opposite changes in wavelength.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P29_1,5,"The key principle is that the medium sets the speed, so changes in frequency are balanced by opposite changes in wavelength.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
